,DateTime,"Wind Speed, m/s","Gust Speed, m/s",Wind Direction
62258,2010-10-16 16:05:00,0.0,0.0,150.2
62259,2010-10-16 16:10:00,0.0,0.0,127.8
62260,2010-10-16 16:15:00,0.0,0.0,101.1
62261,2010-10-16 16:20:00,0.0,0.0,329.9
62262,2010-10-16 16:25:00,0.0,0.0,81.4
62263,2010-10-16 16:30:00,0.0,0.0,116.5
62264,2010-10-16 16:35:00,0.0,0.0,99.7
62265,2010-10-16 16:40:00,0.0,0.0,109.5
62266,2010-10-16 16:45:00,0.0,0.0,143.2
62267,2010-10-16 16:50:00,0.0,0.0,148.8
62268,2010-10-16 16:55:00,0.0,0.0,143.2
62269,2010-10-16 17:00:00,0.0,0.0,169.9
62270,2010-10-16 17:05:00,0.0,0.0,176.9
62271,2010-10-16 17:10:00,0.0,0.0,133.4
62272,2010-10-16 17:15:00,0.0,0.0,53.3
62273,2010-10-16 17:20:00,0.0,0.0,108.1
62274,2010-10-16 17:25:00,0.0,0.0,103.9
62275,2010-10-16 17:30:00,0.0,0.0,123.5
62276,2010-10-16 17:35:00,0.0,0.0,129.2
62277,2010-10-16 17:40:00,0.0,0.0,154.4
62278,2010-10-16 17:45:00,0.0,0.0,165.7
62279,2010-10-16 17:50:00,0.0,0.0,165.7
62280,2010-10-16 17:55:00,0.0,0.0,162.9
62281,2010-10-16 18:00:00,0.0,0.0,151.6
62282,2010-10-16 18:05:00,0.0,0.56,146.0
62283,2010-10-16 18:10:00,0.0,0.0,134.8
62284,2010-10-16 18:15:00,1.48,3.53,143.2
62285,2010-10-16 18:20:00,0.0,0.19,140.4
62286,2010-10-16 18:25:00,0.37,2.41,129.2
62287,2010-10-16 18:30:00,1.11,2.97,133.4
62288,2010-10-16 18:35:00,0.37,2.97,140.4
62289,2010-10-16 18:40:00,0.0,1.67,158.6
62290,2010-10-16 18:45:00,0.0,0.0,165.7
62291,2010-10-16 18:50:00,0.0,0.0,165.7
62292,2010-10-16 18:55:00,0.0,0.0,165.7
62293,2010-10-16 19:00:00,0.0,0.0,157.2
62294,2010-10-16 19:05:00,0.0,0.0,143.2
62295,2010-10-16 19:10:00,0.0,0.0,144.6
62296,2010-10-16 19:15:00,0.0,0.0,158.6
62297,2010-10-16 19:20:00,0.0,0.0,11.2
62298,2010-10-16 19:25:00,0.0,0.0,171.3
62299,2010-10-16 19:30:00,0.0,0.0,249.9
62300,2010-10-16 19:35:00,0.0,0.0,315.9
62301,2010-10-16 19:40:00,0.0,0.0,263.9
62302,2010-10-16 19:45:00,0.0,0.0,212.0
62303,2010-10-16 19:50:00,0.0,0.0,193.7
62304,2010-10-16 19:55:00,0.0,0.0,286.4
62305,2010-10-16 20:00:00,0.0,0.0,296.2
62306,2010-10-16 20:05:00,0.0,0.0,296.2
62307,2010-10-16 20:10:00,0.0,0.0,296.2
62308,2010-10-16 20:15:00,0.0,0.0,296.2
62309,2010-10-16 20:20:00,0.0,0.0,314.5
62310,2010-10-16 20:25:00,0.0,0.0,318.7
62311,2010-10-16 20:30:00,0.0,0.0,339.7
62312,2010-10-16 20:35:00,0.0,0.0,23.9
62313,2010-10-16 20:40:00,0.0,0.0,32.3
62314,2010-10-16 20:45:00,0.0,0.0,39.3
62315,2010-10-16 20:50:00,0.0,0.0,43.5
62316,2010-10-16 20:55:00,0.0,0.0,28.1
62317,2010-10-16 21:00:00,0.0,0.0,11.2
62318,2010-10-16 21:05:00,0.0,0.0,0.0
62319,2010-10-16 21:10:00,0.0,0.0,0.0
62320,2010-10-16 21:15:00,0.0,0.0,12.6
62321,2010-10-16 21:20:00,0.0,0.0,33.7
62322,2010-10-16 21:25:00,0.0,0.0,51.9
62323,2010-10-16 21:30:00,0.0,0.0,61.8
62324,2010-10-16 21:35:00,0.0,0.0,60.4
62325,2010-10-16 21:40:00,0.0,0.0,60.4
62326,2010-10-16 21:45:00,0.0,0.0,18.3
62327,2010-10-16 21:50:00,0.0,0.0,2.8
62328,2010-10-16 21:55:00,0.0,0.0,355.2
62329,2010-10-16 22:00:00,0.0,0.0,336.9
62330,2010-10-16 22:05:00,0.0,0.0,11.2
62331,2010-10-16 22:10:00,0.37,2.78,331.3
62332,2010-10-16 22:15:00,0.0,0.0,308.9
62333,2010-10-16 22:20:00,0.0,0.0,339.7
62334,2010-10-16 22:25:00,0.0,0.0,4.2
62335,2010-10-16 22:30:00,0.0,0.19,7.0
62336,2010-10-16 22:35:00,0.0,0.0,8.4
62337,2010-10-16 22:40:00,0.0,0.56,7.0
62338,2010-10-16 22:45:00,0.0,0.0,351.0
62339,2010-10-16 22:50:00,0.0,0.0,355.2
62340,2010-10-16 22:55:00,0.0,0.0,7.0
62341,2010-10-16 23:00:00,0.0,0.0,26.7
62342,2010-10-16 23:05:00,0.0,0.0,46.3
62343,2010-10-16 23:10:00,0.0,0.0,94.1
62344,2010-10-16 23:15:00,0.0,0.0,57.6
62345,2010-10-16 23:20:00,0.0,0.0,37.9
62346,2010-10-16 23:25:00,0.0,0.0,5.6
62347,2010-10-16 23:30:00,0.0,0.0,0.0
62348,2010-10-16 23:35:00,0.0,0.0,351.0
62349,2010-10-16 23:40:00,0.0,0.0,338.3
62350,2010-10-16 23:45:00,0.0,0.0,12.6
62351,2010-10-16 23:50:00,0.0,1.86,18.3
62352,2010-10-16 23:55:00,0.0,0.0,8.4
62353,2010-10-17 00:00:00,0.0,0.0,332.7
62354,2010-10-17 00:05:00,0.0,0.0,349.6
62355,2010-10-17 00:10:00,0.0,0.0,342.6
62356,2010-10-17 00:15:00,0.0,0.0,325.7
62357,2010-10-17 00:20:00,0.0,0.0,303.2
62358,2010-10-17 00:25:00,0.0,0.0,293.4
62359,2010-10-17 00:30:00,0.0,0.0,301.8
62360,2010-10-17 00:35:00,0.0,0.0,310.3
62361,2010-10-17 00:40:00,0.0,0.0,334.1
62362,2010-10-17 00:45:00,0.0,0.0,14.0
62363,2010-10-17 00:50:00,0.0,0.0,0.0
62364,2010-10-17 00:55:00,0.0,0.0,352.4
62365,2010-10-17 01:00:00,0.0,0.0,338.3
62366,2010-10-17 01:05:00,0.0,0.0,339.7
62367,2010-10-17 01:10:00,0.0,0.0,64.6
62368,2010-10-17 01:15:00,0.0,0.0,73.0
62369,2010-10-17 01:20:00,0.0,0.0,78.6
62370,2010-10-17 01:25:00,0.0,0.0,80.0
62371,2010-10-17 01:30:00,0.0,0.0,32.3
62372,2010-10-17 01:35:00,0.0,0.0,338.3
62373,2010-10-17 01:40:00,0.0,0.0,355.2
62374,2010-10-17 01:45:00,0.0,0.0,351.0
62375,2010-10-17 01:50:00,0.0,0.0,7.0
62376,2010-10-17 01:55:00,0.0,0.0,12.6
62377,2010-10-17 02:00:00,0.0,0.0,7.0
62378,2010-10-17 02:05:00,0.0,0.0,351.0
62379,2010-10-17 02:10:00,0.0,0.0,1.4
62380,2010-10-17 02:15:00,0.0,0.19,4.2
62381,2010-10-17 02:20:00,0.0,0.0,5.6
62382,2010-10-17 02:25:00,0.0,0.0,5.6
62383,2010-10-17 02:30:00,0.0,0.0,9.8
62384,2010-10-17 02:35:00,0.0,0.0,14.0
62385,2010-10-17 02:40:00,0.0,0.0,29.5
62386,2010-10-17 02:45:00,0.0,0.0,36.5
62387,2010-10-17 02:50:00,0.0,0.0,16.8
62388,2010-10-17 02:55:00,0.0,0.0,14.0
62389,2010-10-17 03:00:00,0.0,0.0,18.3
62390,2010-10-17 03:05:00,0.0,0.19,15.4
62391,2010-10-17 03:10:00,0.0,0.0,22.5
62392,2010-10-17 03:15:00,0.0,0.0,16.8
62393,2010-10-17 03:20:00,0.0,0.0,1.4
62394,2010-10-17 03:25:00,0.0,0.0,4.2
62395,2010-10-17 03:30:00,0.0,0.0,2.8
62396,2010-10-17 03:35:00,0.0,0.0,349.6
62397,2010-10-17 03:40:00,0.0,0.0,338.3
62398,2010-10-17 03:45:00,0.0,0.0,345.4
62399,2010-10-17 03:50:00,0.19,1.67,355.2
62400,2010-10-17 03:55:00,0.0,1.48,14.0
62401,2010-10-17 04:00:00,0.0,0.0,8.4
62402,2010-10-17 04:05:00,0.0,0.0,353.8
62403,2010-10-17 04:10:00,0.0,0.0,355.2
62404,2010-10-17 04:15:00,0.0,0.0,349.6
62405,2010-10-17 04:20:00,0.0,0.0,342.6
62406,2010-10-17 04:25:00,0.0,0.0,336.9
62407,2010-10-17 04:30:00,0.0,0.0,349.6
62408,2010-10-17 04:35:00,0.0,0.0,8.4
62409,2010-10-17 04:40:00,0.0,0.0,2.8
62410,2010-10-17 04:45:00,0.0,0.0,339.7
62411,2010-10-17 04:50:00,0.0,0.0,338.3
62412,2010-10-17 04:55:00,0.0,0.0,332.7
62413,2010-10-17 05:00:00,0.0,0.0,339.7
62414,2010-10-17 05:05:00,0.0,0.0,355.2
62415,2010-10-17 05:10:00,0.0,0.0,1.4
62416,2010-10-17 05:15:00,0.0,0.0,9.8
62417,2010-10-17 05:20:00,0.0,0.0,7.0
62418,2010-10-17 05:25:00,0.0,0.0,7.0
62419,2010-10-17 05:30:00,0.56,2.6,11.2
62420,2010-10-17 05:35:00,0.0,0.93,32.3
62421,2010-10-17 05:40:00,0.0,0.0,30.9
62422,2010-10-17 05:45:00,0.0,0.0,15.4
62423,2010-10-17 05:50:00,0.0,0.0,212.0
62424,2010-10-17 05:55:00,0.0,0.0,185.3
62425,2010-10-17 06:00:00,0.0,0.0,183.9
62426,2010-10-17 06:05:00,0.0,0.0,183.9
62427,2010-10-17 06:10:00,0.0,0.0,141.8
62428,2010-10-17 06:15:00,0.0,0.0,96.9
62429,2010-10-17 06:20:00,0.0,0.0,102.5
62430,2010-10-17 06:25:00,0.0,0.0,87.0
62431,2010-10-17 06:30:00,0.0,0.0,89.9
62432,2010-10-17 06:35:00,0.0,0.0,50.5
62433,2010-10-17 06:40:00,0.0,0.0,51.9
62434,2010-10-17 06:45:00,0.0,0.0,36.5
62435,2010-10-17 06:50:00,0.0,0.0,22.5
62436,2010-10-17 06:55:00,0.0,0.0,51.9
62437,2010-10-17 07:00:00,0.0,0.0,80.0
62438,2010-10-17 07:05:00,0.0,0.0,94.1
62439,2010-10-17 07:10:00,0.0,0.0,88.4
62440,2010-10-17 07:15:00,0.0,0.0,92.7
62441,2010-10-17 07:20:00,0.0,0.0,96.9
62442,2010-10-17 07:25:00,0.0,0.0,56.2
62443,2010-10-17 07:30:00,0.0,0.0,64.6
62444,2010-10-17 07:35:00,0.0,0.0,115.1
62445,2010-10-17 07:40:00,0.0,0.0,133.4
62446,2010-10-17 07:45:00,0.0,0.0,124.9
62447,2010-10-17 07:50:00,0.0,0.0,43.5
62448,2010-10-17 07:55:00,0.0,0.0,74.4
62449,2010-10-17 08:00:00,0.0,0.0,88.4
62450,2010-10-17 08:05:00,0.0,0.0,136.2
62451,2010-10-17 08:10:00,0.0,0.0,157.2
62452,2010-10-17 08:15:00,0.0,0.0,122.1
62453,2010-10-17 08:20:00,0.0,0.0,99.7
62454,2010-10-17 08:25:00,0.0,0.0,51.9
62455,2010-10-17 08:30:00,0.0,0.0,2.8
62456,2010-10-17 08:35:00,0.0,0.19,119.3
62457,2010-10-17 08:40:00,0.0,0.0,129.2
62458,2010-10-17 08:45:00,0.0,0.0,168.5
62459,2010-10-17 08:50:00,0.0,0.0,160.0
62460,2010-10-17 08:55:00,0.0,0.0,213.4
62461,2010-10-17 09:00:00,0.37,1.67,162.9
62462,2010-10-17 09:05:00,0.93,2.23,171.3
62463,2010-10-17 09:10:00,0.37,1.67,123.5
62464,2010-10-17 09:15:00,0.37,1.3,198.0
62465,2010-10-17 09:20:00,1.11,2.04,103.9
62466,2010-10-17 09:25:00,0.19,0.74,157.2
62467,2010-10-17 09:30:00,0.93,2.04,117.9
62468,2010-10-17 09:35:00,1.67,2.6,108.1
62469,2010-10-17 09:40:00,1.3,3.15,98.3
62470,2010-10-17 09:45:00,0.93,2.04,1.4
62471,2010-10-17 09:50:00,1.48,2.97,112.3
62472,2010-10-17 09:55:00,1.48,2.6,143.2
62473,2010-10-17 10:00:00,0.56,1.86,139.0
62474,2010-10-17 10:05:00,0.93,3.15,231.6
62475,2010-10-17 10:10:00,0.37,1.67,220.4
62476,2010-10-17 10:15:00,1.48,2.97,353.8
62477,2010-10-17 10:20:00,1.3,3.34,332.7
62478,2010-10-17 10:25:00,0.74,2.23,247.1
62479,2010-10-17 10:30:00,1.67,3.53,57.6
62480,2010-10-17 10:35:00,1.86,4.08,63.2
62481,2010-10-17 10:40:00,0.93,1.86,119.3
62482,2010-10-17 10:45:00,1.48,3.9,355.2
62483,2010-10-17 10:50:00,2.04,3.71,324.3
62484,2010-10-17 10:55:00,1.11,2.78,266.7
62485,2010-10-17 11:00:00,1.11,2.41,272.4
62486,2010-10-17 11:05:00,0.56,1.86,248.5
62487,2010-10-17 11:10:00,0.93,3.15,327.1
62488,2010-10-17 11:15:00,2.6,4.08,4.2
62489,2010-10-17 11:20:00,1.48,2.6,5.6
62490,2010-10-17 11:25:00,0.93,3.34,280.8
62491,2010-10-17 11:30:00,1.48,5.57,318.7
62492,2010-10-17 11:35:00,1.67,4.45,348.2
62493,2010-10-17 11:40:00,2.41,4.82,328.5
62494,2010-10-17 11:45:00,2.6,4.82,355.2
62495,2010-10-17 11:50:00,2.97,5.75,355.2
62496,2010-10-17 11:55:00,2.04,3.71,313.1
62497,2010-10-17 12:00:00,2.04,4.82,342.6
62498,2010-10-17 12:05:00,1.3,3.71,315.9
62499,2010-10-17 12:10:00,1.48,3.34,331.3
62500,2010-10-17 12:15:00,2.04,4.64,314.5
62501,2010-10-17 12:20:00,3.9,7.05,338.3
62502,2010-10-17 12:25:00,3.71,6.12,5.6
62503,2010-10-17 12:30:00,4.08,6.49,341.2
62504,2010-10-17 12:35:00,2.78,5.75,334.1
62505,2010-10-17 12:40:00,2.23,4.27,338.3
62506,2010-10-17 12:45:00,2.04,4.45,342.6
62507,2010-10-17 12:50:00,2.04,5.01,327.1
62508,2010-10-17 12:55:00,2.78,5.57,314.5
62509,2010-10-17 13:00:00,2.23,3.9,324.3
62510,2010-10-17 13:05:00,2.04,4.08,320.1
62511,2010-10-17 13:10:00,2.6,6.86,321.5
62512,2010-10-17 13:15:00,2.97,6.31,320.1
62513,2010-10-17 13:20:00,2.04,4.82,342.6
62514,2010-10-17 13:25:00,3.53,6.49,349.6
62515,2010-10-17 13:30:00,3.34,5.75,348.2
62516,2010-10-17 13:35:00,1.67,4.82,324.3
62517,2010-10-17 13:40:00,2.78,4.27,353.8
62518,2010-10-17 13:45:00,2.6,5.75,351.0
62519,2010-10-17 13:50:00,1.67,3.71,311.7
62520,2010-10-17 13:55:00,1.86,4.08,329.9
62521,2010-10-17 14:00:00,2.97,5.2,355.2
62522,2010-10-17 14:05:00,2.6,6.31,315.9
62523,2010-10-17 14:10:00,1.86,4.82,315.9
62524,2010-10-17 14:15:00,2.97,5.38,300.4
62525,2010-10-17 14:20:00,2.6,5.01,314.5
62526,2010-10-17 14:25:00,2.04,4.45,348.2
62527,2010-10-17 14:30:00,2.78,5.57,344.0
62528,2010-10-17 14:35:00,2.41,4.27,336.9
62529,2010-10-17 14:40:00,2.04,4.45,355.2
62530,2010-10-17 14:45:00,3.15,5.57,349.6
62531,2010-10-17 14:50:00,2.04,3.71,355.2
62532,2010-10-17 14:55:00,2.23,4.08,338.3
62533,2010-10-17 15:00:00,2.41,5.75,315.9
62534,2010-10-17 15:05:00,0.93,4.08,328.5
62535,2010-10-17 15:10:00,2.41,4.45,310.3
62536,2010-10-17 15:15:00,0.74,4.27,346.8
62537,2010-10-17 15:20:00,2.23,4.64,339.7
62538,2010-10-17 15:25:00,2.6,4.08,338.3
62539,2010-10-17 15:30:00,2.41,4.82,320.1
62540,2010-10-17 15:35:00,3.34,6.49,322.9
62541,2010-10-17 15:40:00,2.6,6.12,321.5
62542,2010-10-17 15:45:00,2.04,5.57,328.5
62543,2010-10-17 15:50:00,2.04,4.82,322.9
62544,2010-10-17 15:55:00,2.23,4.27,332.7
62545,2010-10-17 16:00:00,1.67,3.53,322.9
62546,2010-10-17 16:05:00,2.04,4.27,304.7
62547,2010-10-17 16:10:00,2.41,4.45,338.3
62548,2010-10-17 16:15:00,2.97,5.38,332.7
62549,2010-10-17 16:20:00,1.67,5.01,290.6
62550,2010-10-17 16:25:00,1.11,3.71,271.0
62551,2010-10-17 16:30:00,1.86,4.82,261.1
62552,2010-10-17 16:35:00,1.86,3.15,248.5
62553,2010-10-17 16:40:00,1.86,3.34,220.4
62554,2010-10-17 16:45:00,3.34,6.49,160.0
62555,2010-10-17 16:50:00,3.9,6.31,147.4
62556,2010-10-17 16:55:00,2.97,5.38,164.3
62557,2010-10-17 17:00:00,3.15,5.01,144.6
62558,2010-10-17 17:05:00,3.34,5.94,154.4
62559,2010-10-17 17:10:00,3.15,5.2,148.8
62560,2010-10-17 17:15:00,2.6,4.27,134.8
62561,2010-10-17 17:20:00,3.15,5.01,140.4
62562,2010-10-17 17:25:00,2.41,4.82,132.0
62563,2010-10-17 17:30:00,2.6,4.27,130.6
62564,2010-10-17 17:35:00,1.48,2.78,146.0
62565,2010-10-17 17:40:00,2.04,3.71,176.9
62566,2010-10-17 17:45:00,1.11,2.23,190.9
62567,2010-10-17 17:50:00,1.11,2.6,186.7
62568,2010-10-17 17:55:00,1.67,2.78,171.3
62569,2010-10-17 18:00:00,1.67,2.6,132.0
62570,2010-10-17 18:05:00,1.11,2.04,95.5
62571,2010-10-17 18:10:00,0.56,1.86,71.6
62572,2010-10-17 18:15:00,1.3,2.23,37.9
62573,2010-10-17 18:20:00,2.6,6.86,28.1
62574,2010-10-17 18:25:00,5.2,8.53,16.8
62575,2010-10-17 18:30:00,5.57,9.46,26.7
62576,2010-10-17 18:35:00,4.08,8.72,18.3
62577,2010-10-17 18:40:00,1.86,5.38,2.8
62578,2010-10-17 18:45:00,0.37,2.41,352.4
62579,2010-10-17 18:50:00,0.37,2.6,1.4
62580,2010-10-17 18:55:00,0.0,0.19,285.0
62581,2010-10-17 19:00:00,0.0,0.0,88.4
62582,2010-10-17 19:05:00,0.0,0.0,80.0
62583,2010-10-17 19:10:00,0.0,0.0,53.3
62584,2010-10-17 19:15:00,0.0,0.0,109.5
62585,2010-10-17 19:20:00,0.0,0.0,119.3
62586,2010-10-17 19:25:00,0.93,3.34,102.5
62587,2010-10-17 19:30:00,0.0,1.3,91.3
62588,2010-10-17 19:35:00,0.0,0.74,82.8
62589,2010-10-17 19:40:00,0.0,0.74,99.7
62590,2010-10-17 19:45:00,0.0,0.19,70.2
62591,2010-10-17 19:50:00,0.0,1.3,50.5
62592,2010-10-17 19:55:00,0.0,0.19,112.3
62593,2010-10-17 20:00:00,0.0,0.0,102.5
62594,2010-10-17 20:05:00,0.0,0.0,91.3
62595,2010-10-17 20:10:00,1.48,5.2,23.9
62596,2010-10-17 20:15:00,0.74,3.53,324.3
62597,2010-10-17 20:20:00,0.56,3.15,334.1
62598,2010-10-17 20:25:00,0.56,2.04,339.7
62599,2010-10-17 20:30:00,0.19,1.48,268.1
62600,2010-10-17 20:35:00,0.56,1.3,141.8
62601,2010-10-17 20:40:00,0.19,0.74,259.7
62602,2010-10-17 20:45:00,0.19,0.74,50.5
62603,2010-10-17 20:50:00,0.56,1.3,352.4
62604,2010-10-17 20:55:00,0.37,0.93,160.0
62605,2010-10-17 21:00:00,0.0,0.0,150.2
62606,2010-10-17 21:05:00,0.0,0.0,126.4
62607,2010-10-17 21:10:00,0.0,0.0,132.0
62608,2010-10-17 21:15:00,0.19,0.93,146.0
62609,2010-10-17 21:20:00,0.0,0.0,21.1
62610,2010-10-17 21:25:00,0.19,0.93,43.5
62611,2010-10-17 21:30:00,0.37,1.11,53.3
62612,2010-10-17 21:35:00,0.19,1.3,57.6
62613,2010-10-17 21:40:00,0.19,1.48,63.2
62614,2010-10-17 21:45:00,0.74,1.48,73.0
62615,2010-10-17 21:50:00,0.56,1.86,67.4
62616,2010-10-17 21:55:00,0.37,1.67,91.3
62617,2010-10-17 22:00:00,0.19,0.93,92.7
62618,2010-10-17 22:05:00,0.0,0.0,53.3
62619,2010-10-17 22:10:00,0.0,0.0,75.8
62620,2010-10-17 22:15:00,0.0,0.0,80.0
62621,2010-10-17 22:20:00,0.0,0.0,61.8
62622,2010-10-17 22:25:00,0.0,0.0,44.9
62623,2010-10-17 22:30:00,0.0,0.0,39.3
62624,2010-10-17 22:35:00,0.0,0.0,35.1
62625,2010-10-17 22:40:00,0.0,0.0,35.1
62626,2010-10-17 22:45:00,0.0,0.0,32.3
62627,2010-10-17 22:50:00,0.0,0.0,23.9
62628,2010-10-17 22:55:00,0.0,0.0,23.9
62629,2010-10-17 23:00:00,0.0,0.0,23.9
62630,2010-10-17 23:05:00,0.0,0.0,23.9
62631,2010-10-17 23:10:00,0.0,0.0,345.4
62632,2010-10-17 23:15:00,0.0,0.0,339.7
62633,2010-10-17 23:20:00,0.0,0.0,339.7
62634,2010-10-17 23:25:00,0.0,1.11,96.9
62635,2010-10-17 23:30:00,0.0,0.0,108.1
62636,2010-10-17 23:35:00,0.0,0.0,147.4
62637,2010-10-17 23:40:00,0.0,0.0,172.7
62638,2010-10-17 23:45:00,0.0,0.0,183.9
62639,2010-10-17 23:50:00,0.0,0.0,153.0
62640,2010-10-17 23:55:00,0.0,0.0,60.4
62641,2010-10-18 00:00:00,0.0,0.0,84.2
62642,2010-10-18 00:05:00,0.0,0.0,99.7
62643,2010-10-18 00:10:00,0.0,0.0,99.7
62644,2010-10-18 00:15:00,0.0,0.0,117.9
62645,2010-10-18 00:20:00,0.19,1.48,109.5
62646,2010-10-18 00:25:00,0.19,1.3,136.2
62647,2010-10-18 00:30:00,0.0,0.0,136.2
62648,2010-10-18 00:35:00,0.0,0.0,126.4
62649,2010-10-18 00:40:00,0.0,0.0,105.3
62650,2010-10-18 00:45:00,0.0,0.0,74.4
62651,2010-10-18 00:50:00,0.0,0.0,77.2
62652,2010-10-18 00:55:00,0.0,0.0,66.0
62653,2010-10-18 01:00:00,0.0,0.0,46.3
62654,2010-10-18 01:05:00,0.0,0.0,59.0
62655,2010-10-18 01:10:00,0.0,0.0,56.2
62656,2010-10-18 01:15:00,0.0,0.0,70.2
62657,2010-10-18 01:20:00,0.0,0.0,84.2
62658,2010-10-18 01:25:00,0.0,0.56,120.7
62659,2010-10-18 01:30:00,0.0,0.37,71.6
62660,2010-10-18 01:35:00,0.0,0.74,74.4
62661,2010-10-18 01:40:00,0.37,0.93,84.2
62662,2010-10-18 01:45:00,0.56,1.3,88.4
62663,2010-10-18 01:50:00,0.0,0.0,113.7
62664,2010-10-18 01:55:00,0.0,0.0,124.9
62665,2010-10-18 02:00:00,0.19,1.3,87.0
62666,2010-10-18 02:05:00,0.0,0.0,84.2
62667,2010-10-18 02:10:00,0.0,0.0,84.2
62668,2010-10-18 02:15:00,0.56,1.48,71.6
62669,2010-10-18 02:20:00,0.19,1.3,82.8
62670,2010-10-18 02:25:00,0.19,1.11,44.9
62671,2010-10-18 02:30:00,0.37,1.86,105.3
62672,2010-10-18 02:35:00,0.0,1.48,136.2
62673,2010-10-18 02:40:00,0.19,2.04,124.9
62674,2010-10-18 02:45:00,0.0,0.0,226.0
62675,2010-10-18 02:50:00,0.0,0.0,230.2
62676,2010-10-18 02:55:00,0.0,0.0,134.8
62677,2010-10-18 03:00:00,0.0,0.0,112.3
62678,2010-10-18 03:05:00,0.0,0.0,109.5
62679,2010-10-18 03:10:00,0.0,0.0,112.3
62680,2010-10-18 03:15:00,0.0,0.0,151.6
62681,2010-10-18 03:20:00,0.0,0.0,127.8
62682,2010-10-18 03:25:00,0.0,0.0,75.8
62683,2010-10-18 03:30:00,0.0,0.0,68.8
62684,2010-10-18 03:35:00,0.0,0.0,54.8
62685,2010-10-18 03:40:00,0.0,0.19,44.9
62686,2010-10-18 03:45:00,0.0,0.0,101.1
62687,2010-10-18 03:50:00,0.0,0.0,99.7
62688,2010-10-18 03:55:00,0.0,0.0,73.0
62689,2010-10-18 04:00:00,0.0,0.0,78.6
62690,2010-10-18 04:05:00,0.0,0.0,75.8
62691,2010-10-18 04:10:00,0.0,0.0,66.0
62692,2010-10-18 04:15:00,0.0,0.0,64.6
62693,2010-10-18 04:20:00,0.0,0.0,73.0
62694,2010-10-18 04:25:00,0.0,0.0,89.9
62695,2010-10-18 04:30:00,0.0,0.0,101.1
62696,2010-10-18 04:35:00,0.0,0.0,37.9
62697,2010-10-18 04:40:00,0.0,0.0,57.6
62698,2010-10-18 04:45:00,0.0,0.0,53.3
62699,2010-10-18 04:50:00,0.0,0.0,28.1
62700,2010-10-18 04:55:00,0.0,0.0,28.1
62701,2010-10-18 05:00:00,0.0,0.19,36.5
62702,2010-10-18 05:05:00,0.0,0.0,60.4
62703,2010-10-18 05:10:00,0.0,0.0,46.3
62704,2010-10-18 05:15:00,0.0,0.0,22.5
62705,2010-10-18 05:20:00,0.0,0.0,124.9
62706,2010-10-18 05:25:00,0.0,0.0,103.9
62707,2010-10-18 05:30:00,0.0,0.0,103.9
62708,2010-10-18 05:35:00,0.0,0.0,220.4
62709,2010-10-18 05:40:00,0.0,0.0,345.4
62710,2010-10-18 05:45:00,0.0,0.0,0.0
62711,2010-10-18 05:50:00,0.0,0.0,320.1
62712,2010-10-18 05:55:00,0.0,0.0,181.1
62713,2010-10-18 06:00:00,0.0,0.0,174.1
62714,2010-10-18 06:05:00,0.0,0.0,233.1
62715,2010-10-18 06:10:00,0.0,0.0,164.3
62716,2010-10-18 06:15:00,0.0,0.0,165.7
62717,2010-10-18 06:20:00,0.0,0.0,140.4
62718,2010-10-18 06:25:00,0.0,0.0,140.4
62719,2010-10-18 06:30:00,0.0,0.0,50.5
62720,2010-10-18 06:35:00,0.0,0.0,12.6
62721,2010-10-18 06:40:00,0.0,0.0,14.0
62722,2010-10-18 06:45:00,0.0,0.0,14.0
62723,2010-10-18 06:50:00,0.0,0.0,9.8
62724,2010-10-18 06:55:00,0.37,1.86,346.8
62725,2010-10-18 07:00:00,0.0,0.0,310.3
62726,2010-10-18 07:05:00,0.0,0.19,300.4
62727,2010-10-18 07:10:00,0.0,0.0,299.0
62728,2010-10-18 07:15:00,0.0,0.0,300.4
62729,2010-10-18 07:20:00,0.0,0.0,297.6
62730,2010-10-18 07:25:00,0.0,0.0,265.3
62731,2010-10-18 07:30:00,0.0,0.19,282.2
62732,2010-10-18 07:35:00,0.19,2.04,290.6
62733,2010-10-18 07:40:00,0.37,2.78,293.4
62734,2010-10-18 07:45:00,0.56,2.97,290.6
62735,2010-10-18 07:50:00,1.11,4.45,278.0
62736,2010-10-18 07:55:00,0.19,2.41,282.2
62737,2010-10-18 08:00:00,0.0,0.74,283.6
62738,2010-10-18 08:05:00,0.0,0.0,275.2
62739,2010-10-18 08:10:00,0.37,3.9,272.4
62740,2010-10-18 08:15:00,0.19,2.41,276.6
62741,2010-10-18 08:20:00,0.0,0.0,279.4
62742,2010-10-18 08:25:00,0.0,0.0,273.8
62743,2010-10-18 08:30:00,0.0,0.0,273.8
62744,2010-10-18 08:35:00,0.0,0.0,301.8
62745,2010-10-18 08:40:00,0.37,3.71,289.2
62746,2010-10-18 08:45:00,0.19,2.78,283.6
62747,2010-10-18 08:50:00,0.56,3.34,286.4
62748,2010-10-18 08:55:00,1.67,5.01,283.6
62749,2010-10-18 09:00:00,0.37,3.71,289.2
62750,2010-10-18 09:05:00,0.74,4.08,289.2
62751,2010-10-18 09:10:00,0.37,2.97,300.4
62752,2010-10-18 09:15:00,0.37,5.2,296.2
62753,2010-10-18 09:20:00,0.0,0.93,300.4
62754,2010-10-18 09:25:00,1.11,2.04,285.0
62755,2010-10-18 09:30:00,0.93,2.04,283.6
